N554547.10 E0121831.90,,Værløse,0,0,non
N554350.85 E0121450.95,,Hove,0,0,non
N554601.37 E0121333.34,,Stenløse,0,0,non
N554502.26 E0121754.79,,310f,0,0,non
N554514.52 E0121825.18,,475f,0,0,non
N554543.92 E0121826.20,,635f,0,0,non
N554508.71 E0121615.50,,136f,0,0,non
N554503.99 E0121525.03,,332f,0,0,non
N554511.09 E0121511.97,,446f,0,0,non
N554547.54 E0121510.19,,676f,0,0,non
N554549.29 E0121653.28,,1000f,0,0,non
