N560526.07 E0121833.40,,Søborg Slotsruin,0,0,non
N560636.28 E0121817.26,,300ft,0,0,non
N560633.99 E0121849.18,,200ft,0,0,non
N560629.07 E0121915.70,,90ft,0,0,non
N560546.37 E0121612.62,,1000ft,0,0,non
N560557.61 E0121932.17,,170ft,0,0,non
N560523.93 E0121840.89,,475ft,0,0,non
N560416.65 E0121751.72,,1000ft,0,0,non
